FL_DATE,AIRLINE,AIRLINE_CODE,DOT_CODE,FL_NUMBER,ORIGIN,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,AIR_TIME,DISTANCE,DELAY_CATEGORY,ORIGIN_CITY_NAME,ORIGIN_STATE,DEST_CITY_NAME,DEST_STATE
2020-03-21,Southwest Airlines Co.,WN,19393,4515,LGB,SMF,1150,1144.0,-6.0,1315,1258.0,-17.0,0,,0,63.0,387,No Delay,Long Beach,CA,Sacramento,CA
2020-07-17,JetBlue Airways,B6,20409,311,BOS,ORD,829,817.0,-12.0,1019,956.0,-23.0,0,,0,126.0,867,No Delay,Boston,MA,Chicago,IL
2023-05-19,Alaska Airlines Inc.,AS,19930,397,MCO,SAN,1750,1752.0,2.0,2000,1956.0,-4.0,0,,0,277.0,2149,No Delay,Orlando,FL,San Diego,CA
2020-03-26,Envoy Air,MQ,20398,3342,AVP,ORD,620,618.0,-2.0,747,755.0,8.0,0,,0,111.0,632,No Delay,Scranton/Wilkes-Barre,PA,Chicago,IL
2019-12-17,Southwest Airlines Co.,WN,19393,1370,TUS,LAS,545,541.0,-4.0,600,609.0,9.0,0,,0,63.0,365,No Delay,Tucson,AZ,Las Vegas,NV
2023-06-07,American Airlines Inc.,AA,19805,543,MIA,CLT,1309,1305.0,-4.0,1522,1515.0,-7.0,0,,0,89.0,650,No Delay,Miami,FL,Charlotte,NC
2019-10-08,Southwest Airlines Co.,WN,19393,2510,DAL,PHX,1735,1736.0,1.0,1815,1801.0,-14.0,0,,0,133.0,879,No Delay,Dallas,TX,Phoenix,AZ
2019-11-13,Southwest Airlines Co.,WN,19393,887,TPA,RDU,2045,2038.0,-7.0,2230,2208.0,-22.0,0,,0,80.0,587,No Delay,Tampa,FL,Raleigh/Durham,NC
2019-10-24,SkyWest Airlines Inc.,OO,20304,5449,SFO,BOI,902,1022.0,80.0,1152,1256.0,64.0,0,,0,73.0,522,Carrier,San Francisco,CA,Boise,ID
2022-04-07,Horizon Air,QX,19687,2096,ALW,SEA,1547,1557.0,10.0,1652,1706.0,14.0,0,,0,53.0,213,No Delay,Walla Walla,WA,Seattle,WA
2019-11-05,Envoy Air,MQ,20398,3629,ORD,RST,1635,1633.0,-2.0,1750,1746.0,-4.0,0,,0,51.0,268,No Delay,Chicago,IL,Rochester,MN
2023-01-11,Alaska Airlines Inc.,AS,19930,1176,SEA,SAN,1233,1306.0,33.0,1515,1550.0,35.0,0,,0,136.0,1050,NAS,Seattle,WA,San Diego,CA
2021-06-27,Delta Air Lines Inc.,DL,19790,1482,BDL,ATL,1859,1901.0,2.0,2138,2112.0,-26.0,0,,0,111.0,859,No Delay,Hartford,CT,Atlanta,GA
2021-10-07,Frontier Airlines Inc.,F9,20436,2311,PHL,CHS,1553,1625.0,32.0,1756,1813.0,17.0,0,,0,83.0,550,Carrier,Philadelphia,PA,Charleston,SC
2023-08-30,United Air Lines Inc.,UA,19977,201,HNL,GUM,1425,1419.0,-6.0,1810,1808.0,-2.0,0,,0,448.0,3801,No Delay,Honolulu,HI,Guam,TT
2022-08-31,Southwest Airlines Co.,WN,19393,534,BWI,FLL,2155,2203.0,8.0,25,21.0,-4.0,0,,0,122.0,925,No Delay,Baltimore,MD,Fort Lauderdale,FL
2020-03-20,United Air Lines Inc.,UA,19977,2226,IAH,DEN,530,524.0,-6.0,702,640.0,-22.0,0,,0,117.0,862,No Delay,Houston,TX,Denver,CO
2023-01-01,PSA Airlines Inc.,OH,20397,5187,PHL,BTV,2049,2058.0,9.0,2213,2217.0,4.0,0,,0,59.0,335,No Delay,Philadelphia,PA,Burlington,VT
2021-02-24,Republic Airline,YX,20452,4515,PWM,CLT,1435,1432.0,-3.0,1716,1712.0,-4.0,0,,0,133.0,813,No Delay,Portland,ME,Charlotte,NC
2019-08-02,Delta Air Lines Inc.,DL,19790,508,SAN,SEA,1322,1402.0,40.0,1619,1654.0,35.0,0,,0,138.0,1050,NAS,San Diego,CA,Seattle,WA
2021-09-05,Spirit Air Lines,NK,20416,631,LAX,ATL,600,559.0,-1.0,1330,1325.0,-5.0,0,,0,246.0,1947,No Delay,Los Angeles,CA,Atlanta,GA
2019-03-25,Southwest Airlines Co.,WN,19393,302,LAX,PDX,2205,2204.0,-1.0,30,3.0,-27.0,0,,0,108.0,834,No Delay,Los Angeles,CA,Portland,OR
2021-08-30,SkyWest Airlines Inc.,OO,20304,3853,SLC,MKE,1730,1723.0,-7.0,2137,2109.0,-28.0,0,,0,146.0,1247,No Delay,Salt Lake City,UT,Milwaukee,WI
2019-09-12,Alaska Airlines Inc.,AS,19930,347,OMA,SEA,1820,1831.0,11.0,1955,2014.0,19.0,0,,0,195.0,1368,NAS,Omaha,NE,Seattle,WA
2023-05-15,Southwest Airlines Co.,WN,19393,1696,AUS,PHX,1225,1230.0,5.0,1255,1248.0,-7.0,0,,0,119.0,872,No Delay,Austin,TX,Phoenix,AZ
2021-06-27,Southwest Airlines Co.,WN,19393,5374,MCI,MDW,1140,1138.0,-2.0,1300,1254.0,-6.0,0,,0,62.0,405,No Delay,Kansas City,MO,Chicago,IL
2020-11-12,PSA Airlines Inc.,OH,20397,5687,PHL,DAY,2115,2111.0,-4.0,2313,2310.0,-3.0,0,,0,82.0,477,No Delay,Philadelphia,PA,Dayton,OH
2022-05-08,American Airlines Inc.,AA,19805,839,MCO,LAX,1739,1832.0,53.0,2003,2035.0,32.0,0,,0,283.0,2218,Carrier,Orlando,FL,Los Angeles,CA
2022-05-25,Southwest Airlines Co.,WN,19393,2793,AUS,DAL,610,,,710,,,1,B,0,,189,No Delay,Austin,TX,Dallas,TX
2020-07-26,Southwest Airlines Co.,WN,19393,4001,GEG,LAS,715,711.0,-4.0,930,925.0,-5.0,0,,0,113.0,806,No Delay,Spokane,WA,Las Vegas,NV
2022-02-13,United Air Lines Inc.,UA,19977,2644,AUS,IAH,540,539.0,-1.0,641,628.0,-13.0,0,,0,26.0,140,No Delay,Austin,TX,Houston,TX
2019-04-28,JetBlue Airways,B6,20409,177,BOS,LAS,2108,2104.0,-4.0,10,14.0,4.0,0,,0,344.0,2381,No Delay,Boston,MA,Las Vegas,NV
2019-07-28,Alaska Airlines Inc.,AS,19930,187,SEA,ANC,1850,1854.0,4.0,2130,2117.0,-13.0,0,,0,188.0,1448,No Delay,Seattle,WA,Anchorage,AK
2023-04-05,United Air Lines Inc.,UA,19977,406,SEA,LAX,600,551.0,-9.0,846,811.0,-35.0,0,,0,120.0,954,No Delay,Seattle,WA,Los Angeles,CA
2021-04-09,Allegiant Air,G4,20368,2293,SFB,SWF,635,800.0,85.0,913,1031.0,78.0,0,,0,134.0,965,Carrier,Sanford,FL,Newburgh/Poughkeepsie,NY
2021-09-05,JetBlue Airways,B6,20409,100,LAX,FLL,2255,2253.0,-2.0,708,703.0,-5.0,0,,0,284.0,2343,No Delay,Los Angeles,CA,Fort Lauderdale,FL
2022-06-16,Delta Air Lines Inc.,DL,19790,2385,LAX,LAS,1321,1311.0,-10.0,1437,1426.0,-11.0,0,,0,40.0,236,No Delay,Los Angeles,CA,Las Vegas,NV
2020-12-01,SkyWest Airlines Inc.,OO,20304,3637,DTW,MKE,2035,2040.0,5.0,2053,2042.0,-11.0,0,,0,42.0,237,No Delay,Detroit,MI,Milwaukee,WI
2022-07-24,SkyWest Airlines Inc.,OO,20304,4639,BIH,SFO,1449,1442.0,-7.0,1559,1542.0,-17.0,0,,0,40.0,221,No Delay,Bishop,CA,San Francisco,CA
2022-03-22,United Air Lines Inc.,UA,19977,1412,TPA,DEN,1040,1041.0,1.0,1239,1237.0,-2.0,0,,0,209.0,1506,No Delay,Tampa,FL,Denver,CO
2019-01-13,Republic Airline,YX,20452,4688,HHH,CLT,701,659.0,-2.0,808,758.0,-10.0,0,,0,40.0,207,No Delay,Hilton Head,SC,Charlotte,NC
2022-03-04,American Airlines Inc.,AA,19805,2897,STL,DFW,936,928.0,-8.0,1134,1114.0,-20.0,0,,0,83.0,550,No Delay,St. Louis,MO,Dallas/Fort Worth,TX
2022-06-03,Southwest Airlines Co.,WN,19393,4043,DCA,TPA,605,556.0,-9.0,825,803.0,-22.0,0,,0,113.0,814,No Delay,Washington,DC,Tampa,FL
2019-04-17,SkyWest Airlines Inc.,OO,20304,5841,ORD,DSM,830,908.0,38.0,955,1024.0,29.0,0,,0,51.0,299,Carrier,Chicago,IL,Des Moines,IA
2021-11-07,United Air Lines Inc.,UA,19977,423,CID,DEN,835,827.0,-8.0,950,926.0,-24.0,0,,0,100.0,692,No Delay,Cedar Rapids/Iowa City,IA,Denver,CO
2019-01-23,Envoy Air,MQ,20398,4041,SHV,DFW,1234,1228.0,-6.0,1344,1352.0,8.0,0,,0,45.0,190,No Delay,Shreveport,LA,Dallas/Fort Worth,TX
2020-11-16,JetBlue Airways,B6,20409,741,BOS,SRQ,700,650.0,-10.0,1022,1023.0,1.0,0,,0,189.0,1220,No Delay,Boston,MA,Sarasota/Bradenton,FL
2023-03-31,Delta Air Lines Inc.,DL,19790,2572,RSW,ATL,1507,1519.0,12.0,1658,1658.0,0.0,0,,0,78.0,515,No Delay,Fort Myers,FL,Atlanta,GA
2022-06-27,Allegiant Air,G4,20368,1347,SBN,AZA,2246,154.0,188.0,2324,217.0,173.0,0,,0,189.0,1501,Late Aircraft,South Bend,IN,Phoenix,AZ
2019-11-02,Southwest Airlines Co.,WN,19393,2070,MSY,BWI,650,646.0,-4.0,1010,954.0,-16.0,0,,0,114.0,998,No Delay,New Orleans,LA,Baltimore,MD
2021-11-22,Southwest Airlines Co.,WN,19393,3789,IND,LAS,1020,1018.0,-2.0,1135,1058.0,-37.0,0,,0,206.0,1590,No Delay,Indianapolis,IN,Las Vegas,NV
2020-01-20,Southwest Airlines Co.,WN,19393,1106,BNA,LGA,1330,1338.0,8.0,1645,1656.0,11.0,0,,0,114.0,764,No Delay,Nashville,TN,New York,NY
2022-03-18,Horizon Air,QX,19687,2369,PSC,SEA,1125,1130.0,5.0,1229,1233.0,4.0,0,,0,45.0,172,No Delay,Pasco/Kennewick/Richland,WA,Seattle,WA
2019-12-02,SkyWest Airlines Inc.,OO,20304,3641,ORD,JFK,600,558.0,-2.0,917,924.0,7.0,0,,0,119.0,740,No Delay,Chicago,IL,New York,NY
2020-07-17,Spirit Air Lines,NK,20416,981,CLT,FLL,1903,1855.0,-8.0,2112,2104.0,-8.0,0,,0,96.0,632,No Delay,Charlotte,NC,Fort Lauderdale,FL
2022-10-03,JetBlue Airways,B6,20409,1986,PIT,BOS,1535,1521.0,-14.0,1714,1659.0,-15.0,0,,0,84.0,496,No Delay,Pittsburgh,PA,Boston,MA
2022-05-21,American Airlines Inc.,AA,19805,1405,LAX,DFW,700,702.0,2.0,1204,1208.0,4.0,0,,0,154.0,1235,No Delay,Los Angeles,CA,Dallas/Fort Worth,TX
2022-05-23,Delta Air Lines Inc.,DL,19790,2516,ATL,FLL,1357,1409.0,12.0,1545,1552.0,7.0,0,,0,86.0,581,No Delay,Atlanta,GA,Fort Lauderdale,FL
2019-08-08,Envoy Air,MQ,20398,3946,GRK,DFW,1037,1028.0,-9.0,1140,1137.0,-3.0,0,,0,34.0,134,No Delay,Killeen,TX,Dallas/Fort Worth,TX
2022-10-20,American Airlines Inc.,AA,19805,1685,CLT,CHS,2248,2244.0,-4.0,2359,2339.0,-20.0,0,,0,29.0,168,No Delay,Charlotte,NC,Charleston,SC
2022-09-22,Horizon Air,QX,19687,2269,SEA,MFR,1646,1712.0,26.0,1808,1833.0,25.0,0,,0,62.0,352,Carrier,Seattle,WA,Medford,OR
2022-08-29,United Air Lines Inc.,UA,19977,1178,EUG,SFO,1356,1353.0,-3.0,1533,1522.0,-11.0,0,,0,73.0,451,No Delay,Eugene,OR,San Francisco,CA
2022-08-16,Southwest Airlines Co.,WN,19393,2524,ATL,STL,1135,1336.0,121.0,1210,1406.0,116.0,0,,0,74.0,484,Carrier,Atlanta,GA,St. Louis,MO
2023-03-31,SkyWest Airlines Inc.,OO,20304,3380,SFO,PSP,920,910.0,-10.0,1053,1053.0,0.0,0,,0,67.0,421,No Delay,San Francisco,CA,Palm Springs,CA
2022-06-07,Southwest Airlines Co.,WN,19393,446,LGB,SJC,1815,1832.0,17.0,1925,1938.0,13.0,0,,0,49.0,324,No Delay,Long Beach,CA,San Jose,CA
2021-07-17,American Airlines Inc.,AA,19805,606,EWR,PHX,1840,1941.0,61.0,2104,2224.0,80.0,0,,0,292.0,2133,Weather,Newark,NJ,Phoenix,AZ
2021-11-04,Delta Air Lines Inc.,DL,19790,1384,SEA,PSP,1025,1028.0,3.0,1317,1315.0,-2.0,0,,0,140.0,987,No Delay,Seattle,WA,Palm Springs,CA
2021-05-19,SkyWest Airlines Inc.,OO,20304,5117,DEN,DDC,945,936.0,-9.0,1152,1144.0,-8.0,0,,0,50.0,292,No Delay,Denver,CO,Dodge City,KS
2023-03-30,Delta Air Lines Inc.,DL,19790,1085,SLC,BZN,1100,1216.0,76.0,1219,1407.0,108.0,0,,0,73.0,347,Weather,Salt Lake City,UT,Bozeman,MT
2019-08-17,American Airlines Inc.,AA,19805,2485,DCA,ATL,1930,1926.0,-4.0,2129,2103.0,-26.0,0,,0,76.0,547,No Delay,Washington,DC,Atlanta,GA
2022-11-04,Horizon Air,QX,19687,2152,SEA,PUW,1200,1200.0,0.0,1312,1307.0,-5.0,0,,0,37.0,250,No Delay,Seattle,WA,Pullman,WA
2019-09-18,American Airlines Inc.,AA,19805,2671,SAN,PHX,1239,1334.0,55.0,1404,1454.0,50.0,0,,0,50.0,304,Late Aircraft,San Diego,CA,Phoenix,AZ
2019-10-18,Southwest Airlines Co.,WN,19393,4451,DAL,LBB,1605,1604.0,-1.0,1715,1706.0,-9.0,0,,0,48.0,293,No Delay,Dallas,TX,Lubbock,TX
2021-06-23,Southwest Airlines Co.,WN,19393,3728,CHS,DAL,1405,1412.0,7.0,1540,1541.0,1.0,0,,0,134.0,977,No Delay,Charleston,SC,Dallas,TX
2022-07-16,American Airlines Inc.,AA,19805,2827,PHL,MIA,1050,1120.0,30.0,1347,1432.0,45.0,0,,0,170.0,1013,Carrier,Philadelphia,PA,Miami,FL
2023-08-14,Delta Air Lines Inc.,DL,19790,1098,BOS,MSP,1758,2145.0,227.0,2026,2356.0,210.0,0,,0,154.0,1124,Carrier,Boston,MA,Minneapolis,MN
2021-09-17,Endeavor Air Inc.,9E,20363,5216,DTW,EWR,700,725.0,25.0,843,908.0,25.0,0,,0,77.0,488,Carrier,Detroit,MI,Newark,NJ
2019-05-22,Spirit Air Lines,NK,20416,630,LAX,DEN,836,831.0,-5.0,1201,1129.0,-32.0,0,,0,101.0,862,No Delay,Los Angeles,CA,Denver,CO
2020-07-24,SkyWest Airlines Inc.,OO,20304,4229,SLC,LWS,1125,1125.0,0.0,1155,1152.0,-3.0,0,,0,70.0,461,No Delay,Salt Lake City,UT,Lewiston,ID
2022-07-27,Delta Air Lines Inc.,DL,19790,2613,LGA,ORD,1630,1629.0,-1.0,1826,1802.0,-24.0,0,,0,118.0,733,No Delay,New York,NY,Chicago,IL
2021-12-24,JetBlue Airways,B6,20409,2424,MCO,DCA,1650,1647.0,-3.0,1900,1852.0,-8.0,0,,0,109.0,759,No Delay,Orlando,FL,Washington,DC
2022-10-28,Spirit Air Lines,NK,20416,1304,ATL,BWI,1305,1304.0,-1.0,1450,1437.0,-13.0,0,,0,78.0,577,No Delay,Atlanta,GA,Baltimore,MD
2021-03-02,SkyWest Airlines Inc.,OO,20304,5651,DEN,TUL,956,947.0,-9.0,1237,1231.0,-6.0,0,,0,72.0,541,No Delay,Denver,CO,Tulsa,OK
2021-04-02,Envoy Air,MQ,20398,3628,DFW,LAW,1640,1636.0,-4.0,1743,1728.0,-15.0,0,,0,33.0,140,No Delay,Dallas/Fort Worth,TX,Lawton/Fort Sill,OK
2021-08-25,Mesa Airlines Inc.,YV,20378,5743,MOB,DFW,1946,1931.0,-15.0,2139,2131.0,-8.0,0,,0,85.0,539,No Delay,Mobile,AL,Dallas/Fort Worth,TX
2019-08-10,Mesa Airlines Inc.,YV,20378,6026,ORF,IAD,1945,1938.0,-7.0,2041,2030.0,-11.0,0,,0,35.0,157,No Delay,Norfolk,VA,Washington,DC
2020-01-01,American Airlines Inc.,AA,19805,453,STL,LAX,729,721.0,-8.0,956,915.0,-41.0,0,,0,211.0,1592,No Delay,St. Louis,MO,Los Angeles,CA
2019-04-13,JetBlue Airways,B6,20409,523,JFK,LAX,1419,1413.0,-6.0,1750,1736.0,-14.0,0,,0,364.0,2475,No Delay,New York,NY,Los Angeles,CA
2020-06-25,Southwest Airlines Co.,WN,19393,207,MCO,STL,1215,1212.0,-3.0,1345,1330.0,-15.0,0,,0,127.0,882,No Delay,Orlando,FL,St. Louis,MO
2020-10-08,American Airlines Inc.,AA,19805,2793,DEN,MIA,2340,24.0,44.0,529,607.0,38.0,0,,0,206.0,1709,Carrier,Denver,CO,Miami,FL
2019-03-05,Mesa Airlines Inc.,YV,20378,6171,STL,IAH,635,637.0,2.0,855,851.0,-4.0,0,,0,110.0,667,No Delay,St. Louis,MO,Houston,TX
2022-10-19,Envoy Air,MQ,20398,3609,ORD,PWM,952,946.0,-6.0,1326,1302.0,-24.0,0,,0,117.0,900,No Delay,Chicago,IL,Portland,ME
2023-07-12,Southwest Airlines Co.,WN,19393,3863,ORD,MCO,1605,,,1945,,,1,C,0,,1005,No Delay,Chicago,IL,Orlando,FL
2022-06-12,Alaska Airlines Inc.,AS,19930,899,SAN,KOA,1038,1038.0,0.0,1330,1320.0,-10.0,0,,0,313.0,2556,No Delay,San Diego,CA,Kona,HI
2019-10-18,Southwest Airlines Co.,WN,19393,1277,CMH,DCA,910,911.0,1.0,1025,1014.0,-11.0,0,,0,51.0,323,No Delay,Columbus,OH,Washington,DC
2021-12-25,Mesa Airlines Inc.,YV,20378,6276,ORD,OKC,1245,1239.0,-6.0,1515,1504.0,-11.0,0,,0,117.0,693,No Delay,Chicago,IL,Oklahoma City,OK
2019-05-30,American Airlines Inc.,AA,19805,1022,PBI,ORD,1835,1836.0,1.0,2056,2109.0,13.0,0,,0,184.0,1143,No Delay,West Palm Beach/Palm Beach,FL,Chicago,IL
2023-02-18,Southwest Airlines Co.,WN,19393,1551,PHX,SDF,1200,1158.0,-2.0,1710,1654.0,-16.0,0,,0,160.0,1506,No Delay,Phoenix,AZ,Louisville,KY
2021-08-04,Envoy Air,MQ,20398,3807,CID,ORD,1830,1828.0,-2.0,1951,1937.0,-14.0,0,,0,41.0,196,No Delay,Cedar Rapids/Iowa City,IA,Chicago,IL
2021-04-02,Envoy Air,MQ,20398,4154,AMA,DFW,1425,1417.0,-8.0,1549,1533.0,-16.0,0,,0,49.0,312,No Delay,Amarillo,TX,Dallas/Fort Worth,TX
2019-08-25,Alaska Airlines Inc.,AS,19930,814,OGG,SFO,1520,1523.0,3.0,2320,2326.0,6.0,0,,0,279.0,2338,No Delay,Kahului,HI,San Francisco,CA
2022-04-03,American Airlines Inc.,AA,19805,2795,ORD,CLT,1235,1240.0,5.0,1529,1527.0,-2.0,0,,0,79.0,599,No Delay,Chicago,IL,Charlotte,NC
2022-02-26,Southwest Airlines Co.,WN,19393,2729,RSW,DCA,1540,1542.0,2.0,1805,1749.0,-16.0,0,,0,114.0,892,No Delay,Fort Myers,FL,Washington,DC
2019-05-16,Southwest Airlines Co.,WN,19393,494,MSY,DAL,825,822.0,-3.0,955,949.0,-6.0,0,,0,68.0,436,No Delay,New Orleans,LA,Dallas,TX
2020-06-22,PSA Airlines Inc.,OH,20397,5220,CLT,MYR,1300,1255.0,-5.0,1400,1338.0,-22.0,0,,0,29.0,157,No Delay,Charlotte,NC,Myrtle Beach,SC
2021-12-25,United Air Lines Inc.,UA,19977,2389,SRQ,EWR,600,552.0,-8.0,847,838.0,-9.0,0,,0,146.0,1034,No Delay,Sarasota/Bradenton,FL,Newark,NJ
2019-12-12,SkyWest Airlines Inc.,OO,20304,3639,PDX,SEA,1310,1311.0,1.0,1418,1404.0,-14.0,0,,0,33.0,129,No Delay,Portland,OR,Seattle,WA
2021-01-14,Republic Airline,YX,20452,5762,JFK,DCA,1519,1513.0,-6.0,1650,1620.0,-30.0,0,,0,49.0,213,No Delay,New York,NY,Washington,DC
2022-10-28,SkyWest Airlines Inc.,OO,20304,3274,BIS,DFW,623,617.0,-6.0,905,949.0,44.0,0,,0,138.0,977,Carrier,Bismarck/Mandan,ND,Dallas/Fort Worth,TX
2019-09-07,Southwest Airlines Co.,WN,19393,4269,DCA,OMA,1515,1510.0,-5.0,1700,1653.0,-7.0,0,,0,145.0,1012,No Delay,Washington,DC,Omaha,NE
2022-07-27,Delta Air Lines Inc.,DL,19790,1032,ATL,PBI,1703,1708.0,5.0,1849,1857.0,8.0,0,,0,93.0,545,No Delay,Atlanta,GA,West Palm Beach/Palm Beach,FL
2019-10-06,Hawaiian Airlines Inc.,HA,19690,105,OGG,HNL,610,604.0,-6.0,647,639.0,-8.0,0,,0,24.0,100,No Delay,Kahului,HI,Honolulu,HI
2023-07-01,Southwest Airlines Co.,WN,19393,2692,LGB,MCI,1340,1341.0,1.0,1850,1845.0,-5.0,0,,0,166.0,1353,No Delay,Long Beach,CA,Kansas City,MO
2021-06-22,American Airlines Inc.,AA,19805,1664,MIA,SJU,700,654.0,-6.0,943,930.0,-13.0,0,,0,134.0,1045,No Delay,Miami,FL,San Juan,PR
2021-03-18,Alaska Airlines Inc.,AS,19930,807,SEA,KOA,1755,1747.0,-8.0,2125,2101.0,-24.0,0,,0,346.0,2688,No Delay,Seattle,WA,Kona,HI
2021-06-13,United Air Lines Inc.,UA,19977,302,IAH,ATL,1815,1849.0,34.0,2126,2201.0,35.0,0,,0,100.0,689,NAS,Houston,TX,Atlanta,GA
2021-09-09,Delta Air Lines Inc.,DL,19790,1066,JFK,AUS,1310,1300.0,-10.0,1551,1555.0,4.0,0,,0,201.0,1521,No Delay,New York,NY,Austin,TX
2022-12-10,United Air Lines Inc.,UA,19977,475,DEN,IAH,1928,1932.0,4.0,2247,2241.0,-6.0,0,,0,111.0,862,No Delay,Denver,CO,Houston,TX
2023-03-27,SkyWest Airlines Inc.,OO,20304,5225,LEX,ORD,1751,1740.0,-11.0,1833,1837.0,4.0,0,,0,64.0,323,No Delay,Lexington,KY,Chicago,IL
2021-02-12,SkyWest Airlines Inc.,OO,20304,5077,EAU,ORD,1517,1511.0,-6.0,1631,1630.0,-1.0,0,,0,48.0,269,No Delay,Eau Claire,WI,Chicago,IL
2023-08-30,Republic Airline,YX,20452,5673,JFK,BOS,958,956.0,-2.0,1129,1125.0,-4.0,0,,0,49.0,187,No Delay,New York,NY,Boston,MA
2022-06-25,Southwest Airlines Co.,WN,19393,2988,LAX,DEN,1850,1915.0,25.0,2210,2228.0,18.0,0,,0,113.0,862,Carrier,Los Angeles,CA,Denver,CO
2023-05-15,Southwest Airlines Co.,WN,19393,2105,ORD,RSW,1330,1607.0,157.0,1720,1944.0,144.0,0,,0,139.0,1120,Carrier,Chicago,IL,Fort Myers,FL
2020-08-14,Southwest Airlines Co.,WN,19393,736,DEN,PHX,1245,1240.0,-5.0,1340,1322.0,-18.0,0,,0,85.0,602,No Delay,Denver,CO,Phoenix,AZ
2021-01-10,Frontier Airlines Inc.,F9,20436,170,DEN,PHL,2349,2346.0,-3.0,513,517.0,4.0,0,,0,190.0,1558,No Delay,Denver,CO,Philadelphia,PA
2020-07-10,Delta Air Lines Inc.,DL,19790,428,ATL,PDX,1110,1107.0,-3.0,1308,1325.0,17.0,0,,0,299.0,2172,NAS,Atlanta,GA,Portland,OR
2021-09-27,Delta Air Lines Inc.,DL,19790,774,BOS,SLC,1040,1323.0,163.0,1349,1622.0,153.0,0,,0,273.0,2105,Carrier,Boston,MA,Salt Lake City,UT
2023-03-21,United Air Lines Inc.,UA,19977,403,DEN,LAX,1342,1345.0,3.0,1511,1516.0,5.0,0,,0,134.0,862,No Delay,Denver,CO,Los Angeles,CA
2022-06-10,Southwest Airlines Co.,WN,19393,174,MCO,MDW,2255,13.0,78.0,35,138.0,63.0,0,,0,133.0,990,Carrier,Orlando,FL,Chicago,IL
2020-10-09,Delta Air Lines Inc.,DL,19790,2034,RDU,DTW,600,555.0,-5.0,749,728.0,-21.0,0,,0,74.0,501,No Delay,Raleigh/Durham,NC,Detroit,MI
2023-04-22,SkyWest Airlines Inc.,OO,20304,3714,SLC,LGB,1515,1513.0,-2.0,1616,1606.0,-10.0,0,,0,92.0,588,No Delay,Salt Lake City,UT,Long Beach,CA
2022-08-17,Horizon Air,QX,19687,2586,BOI,SMF,1920,1913.0,-7.0,1950,1936.0,-14.0,0,,0,70.0,437,No Delay,Boise,ID,Sacramento,CA
2019-12-25,United Air Lines Inc.,UA,19977,2159,EWR,RDU,1330,1322.0,-8.0,1510,1449.0,-21.0,0,,0,69.0,416,No Delay,Newark,NJ,Raleigh/Durham,NC
2019-04-21,JetBlue Airways,B6,20409,282,HOU,JFK,1109,1122.0,13.0,1543,1604.0,21.0,0,,0,204.0,1428,Carrier,Houston,TX,New York,NY
2022-07-09,Delta Air Lines Inc.,DL,19790,2560,ATL,GNV,1429,1520.0,51.0,1542,1726.0,104.0,0,,0,57.0,300,Carrier,Atlanta,GA,Gainesville,FL
2021-07-30,Republic Airline,YX,20452,5017,CLE,PHL,804,801.0,-3.0,931,920.0,-11.0,0,,0,55.0,363,No Delay,Cleveland,OH,Philadelphia,PA
2022-11-26,United Air Lines Inc.,UA,19977,174,GUM,SPN,800,750.0,-10.0,846,836.0,-10.0,0,,0,24.0,129,No Delay,Guam,TT,Saipan,TT
2019-03-07,Delta Air Lines Inc.,DL,19790,2173,ORD,MSP,904,916.0,12.0,1038,1033.0,-5.0,0,,0,60.0,334,No Delay,Chicago,IL,Minneapolis,MN
2020-11-19,United Air Lines Inc.,UA,19977,311,PNS,IAH,700,652.0,-8.0,847,827.0,-20.0,0,,0,77.0,489,No Delay,Pensacola,FL,Houston,TX
2023-08-07,Republic Airline,YX,20452,4268,JFK,BOS,1300,1250.0,-10.0,1418,1431.0,13.0,0,,0,52.0,187,No Delay,New York,NY,Boston,MA
2023-06-29,Endeavor Air Inc.,9E,20363,4901,JFK,CLT,1626,1621.0,-5.0,1850,1814.0,-36.0,0,,0,81.0,541,No Delay,New York,NY,Charlotte,NC
2023-01-24,United Air Lines Inc.,UA,19977,1845,DEN,PHX,1351,1356.0,5.0,1553,1537.0,-16.0,0,,0,85.0,602,No Delay,Denver,CO,Phoenix,AZ
2020-02-28,American Airlines Inc.,AA,19805,2227,STX,MIA,744,741.0,-3.0,950,936.0,-14.0,0,,0,152.0,1139,No Delay,Christiansted,VI,Miami,FL
2023-05-20,Spirit Air Lines,NK,20416,3906,DTW,AUS,1705,1701.0,-4.0,1913,1931.0,18.0,0,,0,165.0,1149,NAS,Detroit,MI,Austin,TX
2019-02-05,Republic Airline,YX,20452,3428,CMH,EWR,709,900.0,111.0,858,1028.0,90.0,0,,0,68.0,463,Carrier,Columbus,OH,Newark,NJ
2022-10-23,American Airlines Inc.,AA,19805,2504,DFW,ORD,1338,1444.0,66.0,1558,1645.0,47.0,0,,0,103.0,802,Late Aircraft,Dallas/Fort Worth,TX,Chicago,IL
2019-07-27,Envoy Air,MQ,20398,3410,PVD,ORD,711,706.0,-5.0,854,847.0,-7.0,0,,0,122.0,849,No Delay,Providence,RI,Chicago,IL
2022-05-04,Frontier Airlines Inc.,F9,20436,770,LAS,DEN,109,154.0,45.0,405,437.0,32.0,0,,0,78.0,628,Carrier,Las Vegas,NV,Denver,CO
