FL_DATE,AIRLINE,AIRLINE_CODE,DOT_CODE,FL_NUMBER,ORIGIN,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,AIR_TIME,DISTANCE,DELAY_CATEGORY,ORIGIN_CITY_NAME,ORIGIN_STATE,DEST_CITY_NAME,DEST_STATE
2023-02-28,Southwest Airlines Co.,WN,19393,1281,LAS,RNO,1650,1719.0,29.0,1810,1931.0,81.0,0,,0,106.0,345,Carrier,Las Vegas,NV,Reno,NV
2020-01-30,Frontier Airlines Inc.,F9,20436,2339,PHL,MSY,1716,1703.0,-13.0,1936,1920.0,-16.0,0,,0,177.0,1089,No Delay,Philadelphia,PA,New Orleans,LA
2019-02-05,Southwest Airlines Co.,WN,19393,541,DAL,AUS,910,906.0,-4.0,1010,953.0,-17.0,0,,0,35.0,189,No Delay,Dallas,TX,Austin,TX
2023-01-16,Delta Air Lines Inc.,DL,19790,408,CVG,SLC,1950,1948.0,-2.0,2150,2132.0,-18.0,0,,0,205.0,1450,No Delay,Cincinnati,OH,Salt Lake City,UT
2023-07-20,Endeavor Air Inc.,9E,20363,5217,GRR,MSP,1123,1113.0,-10.0,1153,1141.0,-12.0,0,,0,70.0,408,No Delay,Grand Rapids,MI,Minneapolis,MN
2019-03-23,Delta Air Lines Inc.,DL,19790,1190,ATL,TPA,1828,1827.0,-1.0,1952,1946.0,-6.0,0,,0,62.0,406,No Delay,Atlanta,GA,Tampa,FL
2019-06-02,Delta Air Lines Inc.,DL,19790,1095,ATL,CLT,1109,1107.0,-2.0,1222,1212.0,-10.0,0,,0,41.0,226,No Delay,Atlanta,GA,Charlotte,NC
2021-10-27,Endeavor Air Inc.,9E,20363,5345,BOS,MKE,1520,1520.0,0.0,1705,1705.0,0.0,0,,0,122.0,860,No Delay,Boston,MA,Milwaukee,WI
2022-11-01,Delta Air Lines Inc.,DL,19790,1144,ONT,ATL,1305,1303.0,-2.0,2010,2018.0,8.0,0,,0,216.0,1900,No Delay,Ontario,CA,Atlanta,GA
2022-09-02,Southwest Airlines Co.,WN,19393,482,BWI,ALB,730,725.0,-5.0,845,832.0,-13.0,0,,0,50.0,289,No Delay,Baltimore,MD,Albany,NY
2019-06-03,Southwest Airlines Co.,WN,19393,400,DAL,ELP,1650,1648.0,-2.0,1740,1927.0,,0,,1,,562,No Delay,Dallas,TX,El Paso,TX
2020-12-20,Alaska Airlines Inc.,AS,19930,807,SEA,KOA,1625,1621.0,-4.0,2100,2035.0,-25.0,0,,0,349.0,2688,No Delay,Seattle,WA,Kona,HI
2020-10-26,Republic Airline,YX,20452,4359,IND,ORD,1820,1813.0,-7.0,1836,1831.0,-5.0,0,,0,47.0,177,No Delay,Indianapolis,IN,Chicago,IL
2019-03-13,American Airlines Inc.,AA,19805,2799,IND,ORD,602,553.0,-9.0,620,551.0,-29.0,0,,0,39.0,177,No Delay,Indianapolis,IN,Chicago,IL
2020-05-28,American Airlines Inc.,AA,19805,2046,TPA,CLT,642,637.0,-5.0,825,809.0,-16.0,0,,0,72.0,507,No Delay,Tampa,FL,Charlotte,NC
2019-09-11,Alaska Airlines Inc.,AS,19930,3,DCA,SEA,1720,1756.0,36.0,2015,2038.0,23.0,0,,0,320.0,2329,Late Aircraft,Washington,DC,Seattle,WA
2019-12-07,Southwest Airlines Co.,WN,19393,4730,SAT,LAS,1435,1435.0,0.0,1530,1523.0,-7.0,0,,0,157.0,1069,No Delay,San Antonio,TX,Las Vegas,NV
2021-06-27,PSA Airlines Inc.,OH,20397,5192,PHL,PVD,1400,1356.0,-4.0,1519,1510.0,-9.0,0,,0,49.0,237,No Delay,Philadelphia,PA,Providence,RI
2022-07-22,United Air Lines Inc.,UA,19977,345,IAD,HNL,820,817.0,-3.0,1245,1221.0,-24.0,0,,0,581.0,4817,No Delay,Washington,DC,Honolulu,HI
2019-05-27,Delta Air Lines Inc.,DL,19790,1355,ATL,CHA,2008,2004.0,-4.0,2104,2048.0,-16.0,0,,0,22.0,106,No Delay,Atlanta,GA,Chattanooga,TN
2019-12-23,American Airlines Inc.,AA,19805,572,PIT,PHX,656,651.0,-5.0,1008,952.0,-16.0,0,,0,249.0,1814,No Delay,Pittsburgh,PA,Phoenix,AZ
2019-09-14,Republic Airline,YX,20452,5872,BOS,LGA,1300,1255.0,-5.0,1421,1420.0,-1.0,0,,0,55.0,184,No Delay,Boston,MA,New York,NY
2021-07-22,Republic Airline,YX,20452,3481,CLT,ORD,645,645.0,0.0,752,747.0,-5.0,0,,0,99.0,599,No Delay,Charlotte,NC,Chicago,IL
2023-08-25,Spirit Air Lines,NK,20416,475,LGA,MCO,1959,1952.0,-7.0,2258,2237.0,-21.0,0,,0,126.0,950,No Delay,New York,NY,Orlando,FL
2021-04-17,Delta Air Lines Inc.,DL,19790,833,SLC,LGB,1135,1127.0,-8.0,1229,1212.0,-17.0,0,,0,90.0,588,No Delay,Salt Lake City,UT,Long Beach,CA
2023-05-21,Frontier Airlines Inc.,F9,20436,3741,DEN,LAS,851,1735.0,524.0,950,1834.0,524.0,0,,0,88.0,628,Carrier,Denver,CO,Las Vegas,NV
2019-04-14,SkyWest Airlines Inc.,OO,20304,3665,SLC,FCA,1548,1621.0,33.0,1737,1754.0,17.0,0,,0,76.0,531,Late Aircraft,Salt Lake City,UT,Kalispell,MT
2021-01-28,Southwest Airlines Co.,WN,19393,425,PHX,LGB,2005,2003.0,-2.0,2025,2029.0,4.0,0,,0,67.0,355,No Delay,Phoenix,AZ,Long Beach,CA
2020-07-01,Alaska Airlines Inc.,AS,19930,85,SEA,ANC,800,753.0,-7.0,1020,1018.0,-2.0,0,,0,190.0,1448,No Delay,Seattle,WA,Anchorage,AK
2020-02-27,Republic Airline,YX,20452,4463,LGA,BNA,846,844.0,-2.0,1033,1014.0,-19.0,0,,0,122.0,764,No Delay,New York,NY,Nashville,TN
2021-04-10,Allegiant Air,G4,20368,2413,PGD,GRR,1747,1755.0,8.0,2035,2033.0,-2.0,0,,0,142.0,1118,No Delay,Punta Gorda,FL,Grand Rapids,MI
2019-05-28,American Airlines Inc.,AA,19805,2586,SEA,ORD,2341,2337.0,-4.0,538,546.0,8.0,0,,0,226.0,1721,No Delay,Seattle,WA,Chicago,IL
2019-12-30,Republic Airline,YX,20452,5888,JFK,JAX,1930,1948.0,18.0,2232,2302.0,30.0,0,,0,129.0,828,Carrier,New York,NY,Jacksonville,FL
2019-02-19,SkyWest Airlines Inc.,OO,20304,3180,BTR,DFW,948,945.0,-3.0,1125,1130.0,5.0,0,,0,77.0,383,No Delay,Baton Rouge,LA,Dallas/Fort Worth,TX
2022-01-29,Envoy Air,MQ,20398,3666,DFW,CLL,1312,1308.0,-4.0,1410,1352.0,-18.0,0,,0,29.0,164,No Delay,Dallas/Fort Worth,TX,College Station/Bryan,TX
2020-01-05,Mesa Airlines Inc.,YV,20378,5836,PHX,DFW,705,704.0,-1.0,1030,1012.0,-18.0,0,,0,105.0,868,No Delay,Phoenix,AZ,Dallas/Fort Worth,TX
2020-11-25,Southwest Airlines Co.,WN,19393,4093,ECP,DAL,1750,1838.0,48.0,1955,2042.0,47.0,0,,0,113.0,674,Late Aircraft,Panama City,FL,Dallas,TX
2020-11-29,United Air Lines Inc.,UA,19977,503,BOS,ORD,1650,1643.0,-7.0,1835,1839.0,4.0,0,,0,143.0,867,No Delay,Boston,MA,Chicago,IL
2019-12-08,SkyWest Airlines Inc.,OO,20304,3715,MOB,ATL,1350,1346.0,-4.0,1616,1554.0,-22.0,0,,0,50.0,302,No Delay,Mobile,AL,Atlanta,GA
2022-07-27,Southwest Airlines Co.,WN,19393,3122,PHL,BNA,520,531.0,11.0,625,625.0,0.0,0,,0,94.0,675,No Delay,Philadelphia,PA,Nashville,TN
2020-03-01,SkyWest Airlines Inc.,OO,20304,3592,SDF,MSP,1825,1819.0,-6.0,1945,1926.0,-19.0,0,,0,105.0,604,No Delay,Louisville,KY,Minneapolis,MN
2021-10-17,Mesa Airlines Inc.,YV,20378,5753,PHX,BUR,1300,1300.0,0.0,1428,1429.0,1.0,0,,0,71.0,369,No Delay,Phoenix,AZ,Burbank,CA
2021-03-15,SkyWest Airlines Inc.,OO,20304,3594,GRB,DTW,1117,1119.0,2.0,1333,1321.0,-12.0,0,,0,47.0,287,No Delay,Green Bay,WI,Detroit,MI
2023-01-27,Alaska Airlines Inc.,AS,19930,647,PHX,PDX,1225,1218.0,-7.0,1417,1411.0,-6.0,0,,0,149.0,1009,No Delay,Phoenix,AZ,Portland,OR
2022-05-25,Southwest Airlines Co.,WN,19393,4333,STL,DAL,2135,2239.0,64.0,2315,37.0,82.0,0,,0,82.0,546,Carrier,St. Louis,MO,Dallas,TX
2019-04-03,Delta Air Lines Inc.,DL,19790,1116,SAV,ATL,1012,1005.0,-7.0,1126,1103.0,-23.0,0,,0,39.0,214,No Delay,Savannah,GA,Atlanta,GA
2022-08-06,Envoy Air,MQ,20398,3853,CMI,ORD,816,810.0,-6.0,920,904.0,-16.0,0,,0,34.0,135,No Delay,Champaign/Urbana,IL,Chicago,IL
2022-06-25,SkyWest Airlines Inc.,OO,20304,5167,DEN,SHR,2105,2101.0,-4.0,2222,2217.0,-5.0,0,,0,52.0,359,No Delay,Denver,CO,Sheridan,WY
2021-05-07,Horizon Air,QX,19687,2217,SEA,RNO,1140,1139.0,-1.0,1343,1345.0,2.0,0,,0,92.0,564,No Delay,Seattle,WA,Reno,NV
2021-10-28,Horizon Air,QX,19687,2594,SEA,MSO,755,757.0,2.0,1025,1016.0,-9.0,0,,0,59.0,389,No Delay,Seattle,WA,Missoula,MT
2022-04-28,American Airlines Inc.,AA,19805,825,CLT,DFW,1325,1320.0,-5.0,1520,1506.0,-14.0,0,,0,138.0,936,No Delay,Charlotte,NC,Dallas/Fort Worth,TX
2019-04-09,Republic Airline,YX,20452,3711,ORD,OMA,1010,1005.0,-5.0,1154,1132.0,-22.0,0,,0,66.0,416,No Delay,Chicago,IL,Omaha,NE
2022-11-09,Southwest Airlines Co.,WN,19393,2692,SJC,AUS,805,801.0,-4.0,1325,1311.0,-14.0,0,,0,171.0,1476,No Delay,San Jose,CA,Austin,TX
2020-06-06,Envoy Air,MQ,20398,3810,DFW,ACT,1454,1450.0,-4.0,1534,1529.0,-5.0,0,,0,18.0,89,No Delay,Dallas/Fort Worth,TX,Waco,TX
2022-02-20,Republic Airline,YX,20452,5731,JFK,DCA,1600,1559.0,-1.0,1732,1722.0,-10.0,0,,0,58.0,213,No Delay,New York,NY,Washington,DC
2019-11-03,Southwest Airlines Co.,WN,19393,5821,DAL,DEN,2155,2153.0,-2.0,2300,2250.0,-10.0,0,,0,99.0,651,No Delay,Dallas,TX,Denver,CO
2023-07-24,Southwest Airlines Co.,WN,19393,2913,RNO,DEN,1030,1025.0,-5.0,1340,1320.0,-20.0,0,,0,100.0,804,No Delay,Reno,NV,Denver,CO
2019-10-20,United Air Lines Inc.,UA,19977,670,ORD,BOS,2119,2113.0,-6.0,45,59.0,14.0,0,,0,101.0,867,No Delay,Chicago,IL,Boston,MA
2020-06-28,United Air Lines Inc.,UA,19977,407,ORD,DEN,1515,1505.0,-10.0,1714,1619.0,-55.0,0,,0,117.0,888,No Delay,Chicago,IL,Denver,CO
2022-09-07,SkyWest Airlines Inc.,OO,20304,4988,SPI,DFW,700,653.0,-7.0,904,847.0,-17.0,0,,0,86.0,630,No Delay,Springfield,IL,Dallas/Fort Worth,TX
2019-06-27,American Airlines Inc.,AA,19805,2604,BZN,DFW,1152,1138.0,-14.0,1552,1524.0,-28.0,0,,0,144.0,1163,No Delay,Bozeman,MT,Dallas/Fort Worth,TX
2022-11-25,JetBlue Airways,B6,20409,2723,JFK,LAX,2000,1954.0,-6.0,2330,2237.0,-53.0,0,,0,316.0,2475,No Delay,New York,NY,Los Angeles,CA
2023-07-20,American Airlines Inc.,AA,19805,2477,CLT,STL,1713,1715.0,2.0,1808,1823.0,15.0,0,,0,100.0,575,Carrier,Charlotte,NC,St. Louis,MO
2022-10-16,Horizon Air,QX,19687,2164,BOI,GEG,1920,1915.0,-5.0,1929,1915.0,-14.0,0,,0,45.0,287,No Delay,Boise,ID,Spokane,WA
2021-05-18,Delta Air Lines Inc.,DL,19790,782,ATL,ROC,2000,2000.0,0.0,2206,2156.0,-10.0,0,,0,102.0,749,No Delay,Atlanta,GA,Rochester,NY
2019-02-24,Alaska Airlines Inc.,AS,19930,502,SEA,SNA,1005,1003.0,-2.0,1246,1258.0,12.0,0,,0,139.0,978,No Delay,Seattle,WA,Santa Ana,CA
2019-08-11,Delta Air Lines Inc.,DL,19790,2855,ANC,SEA,1533,1526.0,-7.0,2005,1949.0,-16.0,0,,0,180.0,1448,No Delay,Anchorage,AK,Seattle,WA
2019-05-10,Delta Air Lines Inc.,DL,19790,825,IAH,LGA,1900,1943.0,43.0,2330,2358.0,28.0,0,,0,179.0,1416,Carrier,Houston,TX,New York,NY
2021-07-19,Delta Air Lines Inc.,DL,19790,403,IAH,LAX,736,726.0,-10.0,900,852.0,-8.0,0,,0,165.0,1379,No Delay,Houston,TX,Los Angeles,CA
2022-03-10,Alaska Airlines Inc.,AS,19930,247,GEG,SEA,1340,1343.0,3.0,1453,1446.0,-7.0,0,,0,46.0,224,No Delay,Spokane,WA,Seattle,WA
2019-08-28,United Air Lines Inc.,UA,19977,2176,ORD,PDX,751,747.0,-4.0,1018,1015.0,-3.0,0,,0,241.0,1739,No Delay,Chicago,IL,Portland,OR
2022-11-24,PSA Airlines Inc.,OH,20397,5095,CLT,GSO,925,920.0,-5.0,1030,1011.0,-19.0,0,,0,22.0,83,No Delay,Charlotte,NC,Greensboro/High Point,NC
2021-01-15,Delta Air Lines Inc.,DL,19790,1580,MCO,ATL,1000,954.0,-6.0,1129,1111.0,-18.0,0,,0,63.0,404,No Delay,Orlando,FL,Atlanta,GA
2021-12-13,Frontier Airlines Inc.,F9,20436,2173,LAS,PDX,605,602.0,-3.0,838,818.0,-20.0,0,,0,109.0,763,No Delay,Las Vegas,NV,Portland,OR
2020-08-24,Delta Air Lines Inc.,DL,19790,1224,LAX,DTW,950,946.0,-4.0,1709,1706.0,-3.0,0,,0,240.0,1979,No Delay,Los Angeles,CA,Detroit,MI
2020-02-27,Envoy Air,MQ,20398,3735,ORD,AZO,2055,2152.0,57.0,2249,2341.0,52.0,0,,0,28.0,122,Carrier,Chicago,IL,Kalamazoo,MI
2020-01-10,SkyWest Airlines Inc.,OO,20304,5369,LAX,ACV,815,807.0,-8.0,1031,1028.0,-3.0,0,,0,86.0,577,No Delay,Los Angeles,CA,Arcata/Eureka,CA
2022-09-18,Mesa Airlines Inc.,YV,20378,6083,DSM,IAH,1455,1624.0,89.0,1725,1845.0,80.0,0,,0,111.0,802,Carrier,Des Moines,IA,Houston,TX
2019-11-08,United Air Lines Inc.,UA,19977,208,ORD,CMH,625,621.0,-4.0,845,828.0,-17.0,0,,0,50.0,296,No Delay,Chicago,IL,Columbus,OH
2022-03-04,Horizon Air,QX,19687,2577,BOI,GEG,1755,1756.0,1.0,1809,1816.0,7.0,0,,0,53.0,287,No Delay,Boise,ID,Spokane,WA
2021-11-14,Republic Airline,YX,20452,3567,IND,EWR,650,644.0,-6.0,859,900.0,1.0,0,,0,98.0,645,No Delay,Indianapolis,IN,Newark,NJ
2022-10-11,Southwest Airlines Co.,WN,19393,1345,LAS,MCI,605,603.0,-2.0,1055,1043.0,-12.0,0,,0,140.0,1139,No Delay,Las Vegas,NV,Kansas City,MO
2023-03-25,SkyWest Airlines Inc.,OO,20304,3303,LAX,SJC,2055,2051.0,-4.0,2212,2222.0,10.0,0,,0,58.0,308,No Delay,Los Angeles,CA,San Jose,CA
2022-06-13,Allegiant Air,G4,20368,2554,SRQ,SDF,801,747.0,-14.0,1013,951.0,-22.0,0,,0,108.0,765,No Delay,Sarasota/Bradenton,FL,Louisville,KY
2019-11-28,Southwest Airlines Co.,WN,19393,4822,BWI,MDW,1145,1205.0,20.0,1250,1259.0,9.0,0,,0,98.0,611,No Delay,Baltimore,MD,Chicago,IL
2021-10-28,JetBlue Airways,B6,20409,665,BOS,RSW,1040,1037.0,-3.0,1406,1346.0,-20.0,0,,0,169.0,1249,No Delay,Boston,MA,Fort Myers,FL
2022-05-19,Allegiant Air,G4,20368,891,FLL,LCK,800,859.0,59.0,1033,1138.0,65.0,0,,0,133.0,961,Carrier,Fort Lauderdale,FL,Columbus,OH
2023-08-12,Delta Air Lines Inc.,DL,19790,887,SLC,JFK,1418,1434.0,16.0,2108,2110.0,2.0,0,,0,250.0,1990,No Delay,Salt Lake City,UT,New York,NY
2022-01-04,Delta Air Lines Inc.,DL,19790,564,LGA,ORD,2050,2046.0,-4.0,2227,2213.0,-14.0,0,,0,123.0,733,No Delay,New York,NY,Chicago,IL
2021-12-05,American Airlines Inc.,AA,19805,1559,LAS,ORD,1205,1158.0,-7.0,1744,1716.0,-28.0,0,,0,171.0,1514,No Delay,Las Vegas,NV,Chicago,IL
2019-10-06,Southwest Airlines Co.,WN,19393,2722,DAL,TPA,2100,2121.0,21.0,20,46.0,26.0,0,,0,126.0,917,Carrier,Dallas,TX,Tampa,FL
2020-07-24,Southwest Airlines Co.,WN,19393,2230,BNA,MSP,1345,1338.0,-7.0,1550,1539.0,-11.0,0,,0,104.0,695,No Delay,Nashville,TN,Minneapolis,MN
2022-05-29,Hawaiian Airlines Inc.,HA,19690,235,OGG,HNL,1145,1148.0,3.0,1225,1222.0,-3.0,0,,0,22.0,100,No Delay,Kahului,HI,Honolulu,HI
2019-04-26,Republic Airline,YX,20452,3697,IAH,DTW,725,715.0,-10.0,1116,1056.0,-20.0,0,,0,140.0,1075,No Delay,Houston,TX,Detroit,MI
2021-11-08,Southwest Airlines Co.,WN,19393,4196,LGA,ATL,1755,1807.0,12.0,2035,2023.0,-12.0,0,,0,103.0,762,No Delay,New York,NY,Atlanta,GA
2021-12-31,Envoy Air,MQ,20398,3801,PIT,MIA,1850,1946.0,56.0,2148,2211.0,23.0,0,,0,131.0,1013,Late Aircraft,Pittsburgh,PA,Miami,FL
2023-05-08,Delta Air Lines Inc.,DL,19790,531,ATL,SAN,2135,2208.0,33.0,2316,2322.0,6.0,0,,0,238.0,1892,No Delay,Atlanta,GA,San Diego,CA
2019-10-14,Delta Air Lines Inc.,DL,19790,1661,PHL,ATL,1801,1821.0,20.0,2019,2022.0,3.0,0,,0,100.0,666,No Delay,Philadelphia,PA,Atlanta,GA
2020-02-16,Southwest Airlines Co.,WN,19393,4031,MCO,PVD,1255,1302.0,7.0,1530,1529.0,-1.0,0,,0,134.0,1072,No Delay,Orlando,FL,Providence,RI
2021-11-30,Republic Airline,YX,20452,3448,DCA,EWR,1700,1650.0,-10.0,1830,1828.0,-2.0,0,,0,49.0,199,No Delay,Washington,DC,Newark,NJ
2020-01-09,United Air Lines Inc.,UA,19977,2108,SAT,IAH,540,531.0,-9.0,641,623.0,-18.0,0,,0,35.0,191,No Delay,San Antonio,TX,Houston,TX
2019-08-22,Delta Air Lines Inc.,DL,19790,2011,CVG,ATL,1115,1339.0,144.0,1245,1458.0,133.0,0,,0,65.0,373,Late Aircraft,Cincinnati,OH,Atlanta,GA
2019-06-24,Republic Airline,YX,20452,4556,DCA,MCI,830,826.0,-4.0,1010,1013.0,3.0,0,,0,132.0,949,No Delay,Washington,DC,Kansas City,MO
2019-04-01,Endeavor Air Inc.,9E,20363,5052,LGA,PWM,930,1120.0,110.0,1105,1321.0,136.0,0,,0,49.0,269,Carrier,New York,NY,Portland,ME
2020-08-14,Allegiant Air,G4,20368,512,BLI,AZA,1926,2248.0,202.0,2215,136.0,201.0,0,,0,149.0,1208,Late Aircraft,Bellingham,WA,Phoenix,AZ
2022-04-01,Republic Airline,YX,20452,5733,BOS,JFK,1355,1350.0,-5.0,1519,1506.0,-13.0,0,,0,50.0,187,No Delay,Boston,MA,New York,NY
2020-02-02,Alaska Airlines Inc.,AS,19930,441,SFO,PDX,1215,1210.0,-5.0,1410,1414.0,4.0,0,,0,78.0,550,No Delay,San Francisco,CA,Portland,OR
2021-11-19,Delta Air Lines Inc.,DL,19790,2263,SLC,SAN,2235,2235.0,0.0,2330,2324.0,-6.0,0,,0,93.0,626,No Delay,Salt Lake City,UT,San Diego,CA
2019-06-22,Hawaiian Airlines Inc.,HA,19690,511,ITO,HNL,1859,1853.0,-6.0,1953,1943.0,-10.0,0,,0,37.0,216,No Delay,Hilo,HI,Honolulu,HI
2021-02-13,Southwest Airlines Co.,WN,19393,662,DAL,SAT,1800,1806.0,6.0,1910,1905.0,-5.0,0,,0,48.0,247,No Delay,Dallas,TX,San Antonio,TX
2022-02-01,JetBlue Airways,B6,20409,271,LGA,FLL,1320,1441.0,81.0,1635,1731.0,56.0,0,,0,142.0,1076,Carrier,New York,NY,Fort Lauderdale,FL
2020-02-15,Southwest Airlines Co.,WN,19393,4813,MCO,CLE,1205,1206.0,1.0,1435,1422.0,-13.0,0,,0,118.0,895,No Delay,Orlando,FL,Cleveland,OH
2023-07-22,PSA Airlines Inc.,OH,20397,5516,CLT,BNA,1610,1611.0,1.0,1639,1632.0,-7.0,0,,0,59.0,328,No Delay,Charlotte,NC,Nashville,TN
2020-02-21,Delta Air Lines Inc.,DL,19790,2269,DFW,ATL,1325,1317.0,-8.0,1626,1604.0,-22.0,0,,0,88.0,731,No Delay,Dallas/Fort Worth,TX,Atlanta,GA
2020-03-01,Southwest Airlines Co.,WN,19393,4558,MKE,MCO,1625,1621.0,-4.0,2015,1949.0,-26.0,0,,0,137.0,1066,No Delay,Milwaukee,WI,Orlando,FL
2020-08-30,Southwest Airlines Co.,WN,19393,112,HOU,MDW,2120,2122.0,2.0,2340,2332.0,-8.0,0,,0,118.0,937,No Delay,Houston,TX,Chicago,IL
2019-10-30,Republic Airline,YX,20452,4515,PHL,DCA,1746,1740.0,-6.0,1858,1839.0,-19.0,0,,0,31.0,119,No Delay,Philadelphia,PA,Washington,DC
2021-06-18,JetBlue Airways,B6,20409,123,JFK,LAX,659,705.0,6.0,1002,930.0,-32.0,0,,0,304.0,2475,No Delay,New York,NY,Los Angeles,CA
2019-07-28,United Air Lines Inc.,UA,19977,329,DEN,EWR,2345,2340.0,-5.0,515,534.0,19.0,0,,0,213.0,1605,NAS,Denver,CO,Newark,NJ
2020-11-27,Endeavor Air Inc.,9E,20363,4827,MSP,CMH,1515,1511.0,-4.0,1809,1800.0,-9.0,0,,0,84.0,626,No Delay,Minneapolis,MN,Columbus,OH
2022-10-03,SkyWest Airlines Inc.,OO,20304,3126,RDM,PHX,900,852.0,-8.0,1127,1114.0,-13.0,0,,0,119.0,893,No Delay,Bend/Redmond,OR,Phoenix,AZ
2019-03-19,Southwest Airlines Co.,WN,19393,5463,SAN,PHX,1930,1922.0,-8.0,2045,2028.0,-17.0,0,,0,52.0,304,No Delay,San Diego,CA,Phoenix,AZ
2021-01-07,Envoy Air,MQ,20398,4252,ORD,STL,840,834.0,-6.0,1006,950.0,-16.0,0,,0,47.0,258,No Delay,Chicago,IL,St. Louis,MO
2019-08-05,Delta Air Lines Inc.,DL,19790,2813,MCO,ATL,745,744.0,-1.0,923,914.0,-9.0,0,,0,60.0,404,No Delay,Orlando,FL,Atlanta,GA
2021-11-28,Republic Airline,YX,20452,5828,LGA,DCA,1432,1425.0,-7.0,1550,1540.0,-10.0,0,,0,49.0,214,No Delay,New York,NY,Washington,DC
2019-10-24,SkyWest Airlines Inc.,OO,20304,3668,SLC,IDA,1127,1123.0,-4.0,1230,1228.0,-2.0,0,,0,41.0,188,No Delay,Salt Lake City,UT,Idaho Falls,ID
2023-01-01,Alaska Airlines Inc.,AS,19930,412,SEA,PIT,925,919.0,-6.0,1701,1643.0,-18.0,0,,0,241.0,2125,No Delay,Seattle,WA,Pittsburgh,PA
2019-02-01,Delta Air Lines Inc.,DL,19790,1560,ATL,LIT,1935,1932.0,-3.0,2015,1951.0,-24.0,0,,0,68.0,453,No Delay,Atlanta,GA,Little Rock,AR
2021-07-13,SkyWest Airlines Inc.,OO,20304,3480,FAT,SEA,755,753.0,-2.0,1012,1023.0,11.0,0,,0,121.0,748,No Delay,Fresno,CA,Seattle,WA
2022-08-19,United Air Lines Inc.,UA,19977,1221,HNL,LAX,846,841.0,-5.0,1731,1718.0,-13.0,0,,0,311.0,2556,No Delay,Honolulu,HI,Los Angeles,CA
2022-05-19,Southwest Airlines Co.,WN,19393,44,DAL,MCO,1845,1848.0,3.0,2210,2214.0,4.0,0,,0,125.0,973,No Delay,Dallas,TX,Orlando,FL
2021-03-06,Delta Air Lines Inc.,DL,19790,776,IAD,SLC,725,717.0,-8.0,1019,947.0,-32.0,0,,0,256.0,1828,No Delay,Washington,DC,Salt Lake City,UT
2023-02-14,PSA Airlines Inc.,OH,20397,5210,DAY,CLT,1336,1333.0,-3.0,1515,1512.0,-3.0,0,,0,60.0,370,No Delay,Dayton,OH,Charlotte,NC
2022-11-27,PSA Airlines Inc.,OH,20397,5512,DCA,SDF,1348,1937.0,349.0,1543,2151.0,368.0,0,,0,91.0,474,Carrier,Washington,DC,Louisville,KY
2022-06-19,Southwest Airlines Co.,WN,19393,2763,MCI,DCA,1700,1818.0,78.0,2020,2139.0,79.0,0,,0,129.0,949,Carrier,Kansas City,MO,Washington,DC
2023-07-23,Southwest Airlines Co.,WN,19393,1908,SMF,PHX,1450,1500.0,10.0,1645,1658.0,13.0,0,,0,102.0,647,No Delay,Sacramento,CA,Phoenix,AZ
2023-02-07,Endeavor Air Inc.,9E,20363,4721,ATL,CAE,956,951.0,-5.0,1102,1048.0,-14.0,0,,0,29.0,192,No Delay,Atlanta,GA,Columbia,SC
2021-06-04,Delta Air Lines Inc.,DL,19790,1372,CLT,ATL,1715,1711.0,-4.0,1836,1813.0,-23.0,0,,0,41.0,226,No Delay,Charlotte,NC,Atlanta,GA
2021-09-28,Southwest Airlines Co.,WN,19393,1567,BNA,DEN,1925,1924.0,-1.0,2115,2103.0,-12.0,0,,0,131.0,1014,No Delay,Nashville,TN,Denver,CO
2019-05-09,Alaska Airlines Inc.,AS,19930,1638,PDX,LAS,900,859.0,-1.0,1110,1114.0,4.0,0,,0,106.0,763,No Delay,Portland,OR,Las Vegas,NV
2021-09-23,United Air Lines Inc.,UA,19977,1645,DEN,IAH,1210,1210.0,0.0,1538,1517.0,-21.0,0,,0,110.0,862,No Delay,Denver,CO,Houston,TX
2019-10-06,Delta Air Lines Inc.,DL,19790,2438,ATL,BHM,1905,1949.0,44.0,1855,1946.0,51.0,0,,0,29.0,134,Carrier,Atlanta,GA,Birmingham,AL
2022-05-22,Delta Air Lines Inc.,DL,19790,514,ATL,DEN,1355,1353.0,-2.0,1505,1452.0,-13.0,0,,0,161.0,1199,No Delay,Atlanta,GA,Denver,CO
2019-03-08,Delta Air Lines Inc.,DL,19790,1509,LAS,ATL,715,709.0,-6.0,1406,1339.0,-27.0,0,,0,189.0,1747,No Delay,Las Vegas,NV,Atlanta,GA
2021-11-25,American Airlines Inc.,AA,19805,1775,LAX,DCA,859,857.0,-2.0,1652,1633.0,-19.0,0,,0,258.0,2311,No Delay,Los Angeles,CA,Washington,DC
2022-03-26,Delta Air Lines Inc.,DL,19790,2391,DFW,ATL,1132,1136.0,4.0,1435,1437.0,2.0,0,,0,98.0,731,No Delay,Dallas/Fort Worth,TX,Atlanta,GA
2020-01-02,PSA Airlines Inc.,OH,20397,5296,AVL,PHL,1757,1810.0,13.0,1942,1948.0,6.0,0,,0,74.0,504,No Delay,Asheville,NC,Philadelphia,PA
